date,category,type,change
2023-01-02,Toys_Kids,NEGATIVE SPIKE,-0.542
2023-01-02,Toys_Kids,TREND SHIFT,-0.542
2023-01-09,Toys_Kids,NEGATIVE SPIKE,-0.583
2023-01-16,Toys_Kids,POSITIVE SPIKE,0.31
2023-01-16,Toys_Kids,TREND SHIFT,0.31
2023-01-23,Toys_Kids,POSITIVE SPIKE,0.208
2023-01-30,Toys_Kids,POSITIVE SPIKE,0.357
2023-02-06,Toys_Kids,POSITIVE SPIKE,0.375
2023-02-13,Toys_Kids,NEGATIVE SPIKE,-0.667
2023-02-13,Toys_Kids,TREND SHIFT,-0.667
2023-02-20,Toys_Kids,NEGATIVE SPIKE,-0.35
2023-03-06,Toys_Kids,POSITIVE SPIKE,0.4
2023-04-03,Toys_Kids,POSITIVE SPIKE,0.25
2023-04-17,Toys_Kids,NEGATIVE SPIKE,-0.5
2023-04-24,Toys_Kids,POSITIVE SPIKE,0.5
2023-04-24,Toys_Kids,TREND SHIFT,0.5
2023-05-01,Toys_Kids,POSITIVE SPIKE,0.417
2023-05-08,Toys_Kids,NEGATIVE SPIKE,-0.75
2023-05-08,Toys_Kids,TREND SHIFT,-0.75
2023-05-22,Toys_Kids,POSITIVE SPIKE,0.417
2023-06-05,Toys_Kids,POSITIVE SPIKE,0.333
2023-06-19,Toys_Kids,NEGATIVE SPIKE,-0.3
2023-06-26,Toys_Kids,NEGATIVE SPIKE,-0.25
2023-07-24,Toys_Kids,NEGATIVE SPIKE,-0.375
2023-08-07,Toys_Kids,POSITIVE SPIKE,0.25
2023-08-14,Toys_Kids,POSITIVE SPIKE,0.333
2023-08-21,Toys_Kids,NEGATIVE SPIKE,-0.75
2023-08-21,Toys_Kids,TREND SHIFT,-0.75
2023-08-28,Toys_Kids,NEGATIVE SPIKE,-0.2
2023-09-04,Toys_Kids,POSITIVE SPIKE,0.75
2023-09-04,Toys_Kids,TREND SHIFT,0.75
2023-09-18,Toys_Kids,NEGATIVE SPIKE,-0.25
2023-09-18,Toys_Kids,TREND SHIFT,-0.25
2023-09-25,Toys_Kids,NEGATIVE SPIKE,-0.375
2023-10-02,Toys_Kids,POSITIVE SPIKE,0.5
2023-10-02,Toys_Kids,TREND SHIFT,0.5
2023-10-09,Toys_Kids,POSITIVE SPIKE,0.375
2023-10-16,Toys_Kids,NEGATIVE SPIKE,-0.583
2023-10-16,Toys_Kids,TREND SHIFT,-0.583
2023-10-30,Toys_Kids,POSITIVE SPIKE,0.583
2023-11-13,Toys_Kids,NEGATIVE SPIKE,-0.25
2023-11-27,Toys_Kids,NEGATIVE SPIKE,-0.25
2023-12-25,Toys_Kids,NEGATIVE SPIKE,-0.3
2024-01-01,Toys_Kids,POSITIVE SPIKE,0.3
2024-01-01,Toys_Kids,TREND SHIFT,0.3
2024-01-15,Toys_Kids,NEGATIVE SPIKE,-0.2
2024-01-15,Toys_Kids,TREND SHIFT,-0.2
2024-01-22,Toys_Kids,NEGATIVE SPIKE,-0.354
2024-01-29,Toys_Kids,POSITIVE SPIKE,0.257
2024-01-29,Toys_Kids,TREND SHIFT,0.257
2024-02-05,Toys_Kids,POSITIVE SPIKE,0.667
2024-02-12,Toys_Kids,NEGATIVE SPIKE,-0.214
2024-02-12,Toys_Kids,TREND SHIFT,-0.214
2024-02-19,Toys_Kids,NEGATIVE SPIKE,-0.214
2024-03-11,Toys_Kids,NEGATIVE SPIKE,-0.333
2024-03-11,Toys_Kids,TREND SHIFT,-0.333
2024-03-18,Toys_Kids,NEGATIVE SPIKE,-0.333
2024-03-25,Toys_Kids,POSITIVE SPIKE,0.333
2024-03-25,Toys_Kids,TREND SHIFT,0.333
2024-04-29,Toys_Kids,POSITIVE SPIKE,0.5
2024-04-29,Toys_Kids,TREND SHIFT,0.5
2024-05-06,Toys_Kids,NEGATIVE SPIKE,-0.25
2024-05-06,Toys_Kids,TREND SHIFT,-0.25
2024-05-13,Toys_Kids,NEGATIVE SPIKE,-0.5
2024-05-20,Toys_Kids,POSITIVE SPIKE,0.375
2024-05-20,Toys_Kids,TREND SHIFT,0.375
2024-05-27,Toys_Kids,POSITIVE SPIKE,0.5
2024-06-10,Toys_Kids,NEGATIVE SPIKE,-0.286
2024-06-10,Toys_Kids,TREND SHIFT,-0.286
2024-06-17,Toys_Kids,NEGATIVE SPIKE,-1.0
2024-06-24,Toys_Kids,POSITIVE SPIKE,0.286
2024-06-24,Toys_Kids,TREND SHIFT,0.286
2024-07-01,Toys_Kids,POSITIVE SPIKE,1.0
2024-07-08,Toys_Kids,NEGATIVE SPIKE,-0.5
2024-07-08,Toys_Kids,TREND SHIFT,-0.5
2024-07-15,Toys_Kids,NEGATIVE SPIKE,-0.333
2024-08-05,Toys_Kids,POSITIVE SPIKE,0.667
2024-08-12,Toys_Kids,NEGATIVE SPIKE,-0.333
2024-08-12,Toys_Kids,TREND SHIFT,-0.333
2024-08-19,Toys_Kids,NEGATIVE SPIKE,-0.333
2024-08-26,Toys_Kids,POSITIVE SPIKE,0.5
2024-08-26,Toys_Kids,TREND SHIFT,0.5
2024-09-23,Toys_Kids,NEGATIVE SPIKE,-0.333
2024-09-23,Toys_Kids,TREND SHIFT,-0.333
2024-10-07,Toys_Kids,POSITIVE SPIKE,0.333
2024-10-21,Toys_Kids,NEGATIVE SPIKE,-0.5
2024-10-28,Toys_Kids,POSITIVE SPIKE,0.233
2024-10-28,Toys_Kids,TREND SHIFT,0.233
2024-11-25,Toys_Kids,POSITIVE SPIKE,0.625
2024-11-25,Toys_Kids,TREND SHIFT,0.625
2024-12-02,Toys_Kids,NEGATIVE SPIKE,-0.35
2024-12-02,Toys_Kids,TREND SHIFT,-0.35
2024-12-23,Toys_Kids,NEGATIVE SPIKE,-0.375
2024-12-23,Toys_Kids,TREND SHIFT,-0.375
2024-12-30,Toys_Kids,POSITIVE SPIKE,0.5
2024-12-30,Toys_Kids,TREND SHIFT,0.5
2021-01-04,Wearables,POSITIVE SPIKE,0.333
2021-01-11,Wearables,POSITIVE SPIKE,0.295
2021-01-18,Wearables,NEGATIVE SPIKE,-0.2
2021-01-18,Wearables,TREND SHIFT,-0.2
2021-01-25,Wearables,NEGATIVE SPIKE,-0.262
2021-02-15,Wearables,POSITIVE SPIKE,0.214
2021-02-15,Wearables,TREND SHIFT,0.214
2021-02-22,Wearables,POSITIVE SPIKE,0.375
2021-03-01,Wearables,NEGATIVE SPIKE,-0.25
2021-03-01,Wearables,TREND SHIFT,-0.25
2021-03-08,Wearables,NEGATIVE SPIKE,-0.5
2021-03-15,Wearables,POSITIVE SPIKE,0.25
2021-03-15,Wearables,TREND SHIFT,0.25
2021-03-22,Wearables,POSITIVE SPIKE,0.269
2021-04-05,Wearables,POSITIVE SPIKE,0.231
2021-04-05,Wearables,TREND SHIFT,0.231
2021-05-24,Wearables,NEGATIVE SPIKE,-0.2
2021-08-09,Wearables,NEGATIVE SPIKE,-0.25
2021-08-09,Wearables,TREND SHIFT,-0.25
2021-08-30,Wearables,NEGATIVE SPIKE,-0.364
2021-09-06,Wearables,POSITIVE SPIKE,0.25
2021-09-06,Wearables,TREND SHIFT,0.25
2021-09-13,Wearables,POSITIVE SPIKE,0.253
2021-09-20,Wearables,NEGATIVE SPIKE,-0.25
2021-09-20,Wearables,TREND SHIFT,-0.25
2021-10-18,Wearables,POSITIVE SPIKE,0.25
2021-10-18,Wearables,TREND SHIFT,0.25
2022-03-21,Wearables,NEGATIVE SPIKE,-0.202
2022-07-25,Wearables,POSITIVE SPIKE,0.25
2022-07-25,Wearables,TREND SHIFT,0.25
2022-09-05,Wearables,NEGATIVE SPIKE,-0.25
2022-09-05,Wearables,TREND SHIFT,-0.25
2022-10-17,Wearables,NEGATIVE SPIKE,-0.222
2022-10-31,Wearables,POSITIVE SPIKE,0.222
2022-12-26,Wearables,NEGATIVE SPIKE,-0.227
2023-01-02,Wearables,POSITIVE SPIKE,0.221
2023-01-02,Wearables,TREND SHIFT,0.221
2023-01-09,Wearables,POSITIVE SPIKE,0.227
2023-04-17,Wearables,NEGATIVE SPIKE,-0.233
2023-08-21,Wearables,POSITIVE SPIKE,0.25
2023-09-04,Wearables,NEGATIVE SPIKE,-0.333
2023-09-11,Wearables,POSITIVE SPIKE,0.273
2023-09-11,Wearables,TREND SHIFT,0.273
2023-09-18,Wearables,POSITIVE SPIKE,0.333
2024-03-18,Wearables,NEGATIVE SPIKE,-0.35
2024-03-18,Wearables,TREND SHIFT,-0.35
2024-04-01,Wearables,POSITIVE SPIKE,0.5
2024-04-22,Wearables,NEGATIVE SPIKE,-0.273
2024-05-13,Wearables,NEGATIVE SPIKE,-0.333
2024-05-13,Wearables,TREND SHIFT,-0.333
2024-05-27,Wearables,POSITIVE SPIKE,0.233
2024-06-17,Wearables,POSITIVE SPIKE,0.222
2024-07-22,Wearables,NEGATIVE SPIKE,-0.292
2024-07-22,Wearables,TREND SHIFT,-0.292
2024-08-19,Wearables,POSITIVE SPIKE,0.45
2024-09-23,Wearables,POSITIVE SPIKE,0.231
2024-09-23,Wearables,TREND SHIFT,0.231
2024-11-18,Wearables,NEGATIVE SPIKE,-0.25
2024-11-18,Wearables,TREND SHIFT,-0.25
2024-12-02,Wearables,POSITIVE SPIKE,0.233
2024-12-02,Wearables,TREND SHIFT,0.233
